GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	time_ceoff	time_ELBO_gain	time_pval	time_FDR
Tmem201	732	732	1.872e-01	3.049e+00	5.570e-01	-2.315e-03	-1.769e-01	1.000e+00	1.000e+00
1810030O07Rik	605	605	1.279e-01	1.368e+00	1.269e+00	8.532e-03	3.538e+00	7.814e-03	8.242e-02
Gbe1	655	655	4.240e-02	-1.501e+00	1.243e+00	-1.911e-03	5.873e-01	2.785e-01	7.588e-01
Eif1ad	1163	1163	2.854e-01	3.964e+00	3.858e-01	-1.510e-04	-8.016e-01	1.000e+00	1.000e+00
Adam23	1171	1171	1.911e-01	5.655e-01	1.530e+00	6.297e-03	2.101e+00	4.038e-02	2.641e-01
P4htm	397	397	1.005e-01	2.505e+00	7.894e-01	-9.784e-03	1.775e+00	5.955e-02	3.357e-01
Cacnb4	2265	2265	1.836e-01	-9.159e-01	1.285e+00	-2.629e-04	7.705e-01	2.145e-01	6.613e-01
Golt1b	732	732	1.856e-01	3.911e+00	5.503e-01	-1.107e-02	1.727e-01	5.567e-01	1.000e+00
Ociad2	1096	1096	2.016e-01	2.236e+00	1.321e+00	-8.465e-03	3.621e+00	7.124e-03	8.242e-02
Ctsb	3498	3498	5.995e-01	3.750e+00	4.467e-01	1.316e-03	-5.139e+00	1.000e+00	1.000e+00
Dyrk1a	1702	1702	3.490e-01	2.128e+00	8.492e-01	-2.865e-03	-5.481e-02	1.000e+00	1.000e+00
Ddx17	6449	6449	8.131e-01	2.726e+00	7.997e-01	9.965e-03	1.383e+01	1.444e-07	1.180e-05
Brk1	3379	3379	6.223e-01	4.232e+00	4.107e-01	1.880e-04	-9.107e-01	1.000e+00	1.000e+00
Lama2	1245	1245	2.838e-02	-2.716e+00	1.083e+00	-2.730e-03	3.878e-01	3.785e-01	9.201e-01
Stx17	365	365	6.882e-02	9.718e-01	1.472e+00	3.008e-03	-1.396e+00	1.000e+00	1.000e+00
Ghitm	3329	3329	5.959e-01	4.405e+00	3.448e-01	-2.489e-03	-8.950e-01	1.000e+00	1.000e+00
Rprd2	1004	1004	2.110e-01	1.714e+00	1.221e+00	-3.535e-03	1.571e+00	7.632e-02	3.819e-01
Tmem161a	820	820	2.048e-01	2.519e+00	6.655e-01	9.121e-03	2.479e+00	2.598e-02	1.847e-01
Dhx57	1913	1913	3.695e-01	2.165e+00	1.335e+00	7.285e-03	3.406e+00	9.058e-03	8.975e-02
Ppp2r1a	8255	8255	9.022e-01	4.753e+00	3.229e-01	1.822e-03	-1.281e+00	1.000e+00	1.000e+00
Ppp1r9a	1681	1681	2.750e-01	9.633e-01	1.000e+00	-2.395e-03	4.150e-01	3.622e-01	9.153e-01
Elob	4102	4102	6.944e-01	4.405e+00	3.280e-01	4.954e-03	-6.989e-01	1.000e+00	1.000e+00
Acyp1	498	498	1.262e-01	2.448e+00	8.208e-01	5.787e-03	9.073e-01	1.780e-01	5.938e-01
Mrpl48	712	712	1.383e-01	1.179e+00	1.141e+00	-1.320e-03	2.470e-01	4.821e-01	1.000e+00
Nfia	1111	1111	9.524e-02	-8.671e-01	2.122e+00	-3.180e-03	7.247e-01	2.286e-01	6.675e-01
Btbd9	3159	3159	3.816e-01	2.073e-01	9.054e-01	-2.058e-03	1.027e+00	1.517e-01	5.685e-01
Cacnb3	2546	2546	5.173e-01	3.929e+00	3.754e-01	5.838e-03	-8.664e-02	1.000e+00	1.000e+00
Tubb4b	655	655	1.810e-01	3.955e+00	3.763e-01	-3.902e-03	-2.547e+00	1.000e+00	1.000e+00
Bcl10	452	452	1.119e-01	3.194e+00	7.122e-01	-8.104e-05	-7.851e-03	1.000e+00	1.000e+00
Cacna1h	442	442	9.654e-02	1.915e+00	1.159e+00	-1.215e-02	2.864e+00	1.669e-02	1.364e-01
Nsfl1c	2035	2035	4.354e-01	3.952e+00	4.085e-01	4.296e-04	-8.831e-01	1.000e+00	1.000e+00
Cnnm1	490	490	6.360e-02	-1.741e-03	1.205e+00	-5.080e-03	2.403e-01	4.882e-01	1.000e+00
Pum1	1860	1860	3.904e-01	2.651e+00	7.880e-01	-2.356e-03	-7.960e-01	1.000e+00	1.000e+00
Dcun1d1	1101	1101	2.371e-01	2.751e+00	1.439e+00	-7.013e-03	1.029e+00	1.515e-01	5.685e-01
Keap1	1134	1134	2.704e-01	3.939e+00	4.036e-01	2.614e-03	-5.664e-01	1.000e+00	1.000e+00
Ccdc25	1171	1171	2.684e-01	3.016e+00	6.142e-01	-1.581e-03	-2.374e-01	1.000e+00	1.000e+00
Rita1	352	352	9.687e-02	3.158e+00	4.801e-01	-9.292e-04	-3.092e-01	1.000e+00	1.000e+00
Rbpj	727	727	1.321e-01	7.238e-01	1.182e+00	3.350e-03	1.873e-01	5.406e-01	1.000e+00
Rapgef1	2024	2024	4.002e-01	1.860e+00	8.714e-01	4.896e-03	3.253e+00	1.076e-02	1.005e-01
Rpl32	4905	4905	7.404e-01	4.479e+00	3.144e-01	-1.335e-03	-8.139e-01	1.000e+00	1.000e+00
Cops7a	910	910	2.264e-01	3.116e+00	7.663e-01	8.599e-04	-1.545e-01	1.000e+00	1.000e+00
Mctp1	1693	1693	8.219e-02	-1.873e+00	1.161e+00	-1.029e-03	-2.486e-01	1.000e+00	1.000e+00
Txn2	1965	1965	4.289e-01	3.618e+00	5.086e-01	-3.871e-03	-3.844e-01	1.000e+00	1.000e+00
Atxn2	1589	1589	3.229e-01	2.180e+00	7.117e-01	-5.802e-03	2.739e+00	1.926e-02	1.442e-01
Nhsl2	455	455	1.794e-02	-2.042e+00	1.088e+00	-5.507e-03	3.738e-01	3.872e-01	9.201e-01
Uhrf1bp1l	1033	1033	2.192e-01	1.913e+00	8.222e-01	-3.552e-03	-6.657e-01	1.000e+00	1.000e+00
Uso1	1031	1031	2.198e-01	2.482e+00	1.038e+00	-1.312e-02	8.618e+00	3.301e-05	8.304e-04
Rabif	802	802	2.074e-01	2.954e+00	7.844e-01	2.983e-03	5.090e-01	3.130e-01	8.320e-01
Tbcd	604	604	6.523e-02	-7.404e-01	1.456e+00	-1.163e-03	3.260e-01	4.194e-01	9.524e-01
Zswim1	380	380	1.057e-01	3.348e+00	4.435e-01	-2.930e-03	-4.550e-01	1.000e+00	1.000e+00
Tmcc1	7248	7248	2.306e-01	-2.279e+00	1.120e+00	9.700e-04	-2.149e+00	1.000e+00	1.000e+00
Lhfpl4	1249	1249	2.864e-01	2.639e+00	9.028e-01	-9.035e-04	-3.002e-01	1.000e+00	1.000e+00
Rab11fip4	2968	2968	5.548e-01	3.030e+00	5.073e-01	-3.450e-03	4.663e-02	7.601e-01	1.000e+00
Ubac2	642	642	1.109e-01	9.114e-01	1.236e+00	-9.282e-03	3.193e+00	1.150e-02	1.045e-01
Cetn2	1044	1044	2.521e-01	4.063e+00	3.658e-01	-2.134e-03	-1.238e+00	1.000e+00	1.000e+00
Tcf7l2	394	394	5.219e-03	-2.835e+00	5.415e-01	-4.568e-03	5.635e-01	2.884e-01	7.795e-01
Itpa	1660	1660	3.712e-01	3.536e+00	5.571e-01	3.184e-03	-3.623e-01	1.000e+00	1.000e+00
Fam234b	1473	1473	3.425e-01	3.041e+00	5.200e-01	2.791e-03	-1.628e-01	1.000e+00	1.000e+00
Gprasp1	3438	3438	5.098e-01	1.911e+00	1.087e+00	-8.791e-03	1.476e+01	5.560e-08	6.060e-06
Dkk3	925	925	4.795e-02	-1.828e+00	2.123e+00	-1.115e-02	3.740e+00	6.236e-03	7.553e-02
Gdf11	587	587	1.471e-01	3.239e+00	4.986e-01	1.029e-02	-7.147e-01	1.000e+00	1.000e+00
Slc25a14	921	921	2.114e-01	2.310e+00	8.013e-01	-4.889e-05	-3.698e-01	1.000e+00	1.000e+00
Crtc3	693	693	1.145e-01	7.338e-01	1.312e+00	-6.495e-03	2.227e-01	5.045e-01	1.000e+00
Rexo1	1169	1169	2.893e-01	3.657e+00	3.917e-01	-2.618e-03	-7.315e-01	1.000e+00	1.000e+00
Nf2	1881	1881	3.862e-01	2.249e+00	8.340e-01	2.155e-03	-8.405e-02	1.000e+00	1.000e+00
Nfic	506	506	1.190e-01	2.720e+00	1.656e+00	-1.006e-02	-1.732e+00	1.000e+00	1.000e+00
Dnm1	1534	1534	3.242e-01	2.242e+00	1.189e+00	1.594e-03	-5.103e-02	1.000e+00	1.000e+00
Prdm15	372	372	7.567e-02	9.840e-01	1.003e+00	-1.075e-03	-8.711e-01	1.000e+00	1.000e+00
9530082P21Rik	505	505	1.344e-01	3.297e+00	4.108e-01	3.013e-03	-9.578e-01	1.000e+00	1.000e+00
Gm15446	440	440	1.096e-01	2.505e+00	7.103e-01	-2.920e-03	-1.180e-01	1.000e+00	1.000e+00
Zfp280c	605	605	1.311e-01	1.701e+00	9.734e-01	-6.276e-03	1.321e+00	1.040e-01	4.661e-01
Rfx4	347	347	5.219e-03	-3.209e+00	7.396e-01	6.271e-03	8.694e-01	1.873e-01	6.124e-01
Bach1	703	703	1.549e-01	2.739e+00	1.667e+00	6.538e-03	7.436e-01	2.227e-01	6.619e-01
Ggnbp1	523	523	1.435e-02	-2.449e+00	1.097e+00	-5.931e-03	3.926e-01	3.755e-01	9.201e-01
Glis1	371	371	1.370e-02	-2.865e+00	1.476e+00	8.988e-03	1.681e+00	6.668e-02	3.517e-01
Tmem151a	400	400	1.112e-01	2.898e+00	4.690e-01	3.040e-03	-1.665e-01	1.000e+00	1.000e+00
1810043G02Rik	516	516	1.341e-01	3.290e+00	5.773e-01	-1.178e-02	2.627e+00	2.189e-02	1.590e-01
Zfp385a	424	424	1.005e-01	1.675e+00	1.280e+00	1.308e-02	3.337e+00	9.778e-03	9.404e-02
Htr1f	421	421	1.305e-03	-3.800e+00	4.131e-01	7.710e-03	-6.486e-01	1.000e+00	1.000e+00
Abr	4503	4503	6.703e-01	2.493e+00	7.314e-01	2.905e-03	1.804e+00	5.748e-02	3.324e-01
Fam32a	1605	1605	3.594e-01	4.211e+00	3.821e-01	-4.966e-03	-2.578e-01	1.000e+00	1.000e+00
Myo3b	674	674	4.892e-03	-3.487e+00	4.624e-01	-3.331e-04	-4.707e-01	1.000e+00	1.000e+00
Dlat	1421	1421	3.151e-01	3.136e+00	9.683e-01	-1.138e-05	-4.825e-02	1.000e+00	1.000e+00
Golga1	550	550	1.168e-01	1.619e+00	1.298e+00	-6.082e-05	2.310e-01	4.967e-01	1.000e+00
Mlip	1222	1222	1.308e-01	-2.168e-01	1.196e+00	-5.290e-03	2.894e+00	1.614e-02	1.353e-01
Gmeb1	884	884	1.813e-01	1.877e+00	1.280e+00	-3.576e-03	1.006e+00	1.562e-01	5.685e-01
Tpgs1	1016	1016	2.541e-01	3.572e+00	3.851e-01	2.846e-03	-7.480e-01	1.000e+00	1.000e+00
Med9	412	412	1.093e-01	2.969e+00	6.819e-01	-3.172e-03	-2.624e-01	1.000e+00	1.000e+00
Ndufs2	1844	1844	4.022e-01	4.097e+00	4.081e-01	-1.050e-04	-7.062e-01	1.000e+00	1.000e+00
Tpt1	8946	8946	9.051e-01	4.483e+00	3.844e-01	1.131e-03	-2.446e+00	1.000e+00	1.000e+00
Tor1aip2	775	775	1.826e-01	2.656e+00	1.248e+00	-7.069e-04	-3.253e-01	1.000e+00	1.000e+00
Chn1	2199	2199	3.966e-01	1.960e+00	8.302e-01	-9.623e-04	-6.331e-01	1.000e+00	1.000e+00
Nemf	2669	2669	5.023e-01	2.718e+00	5.750e-01	3.755e-03	3.196e-01	4.240e-01	9.561e-01
Vps26b	1356	1356	3.265e-01	3.534e+00	5.429e-01	-3.034e-03	-4.089e-01	1.000e+00	1.000e+00
Irgq	3185	3185	5.766e-01	4.435e+00	3.164e-01	4.628e-03	-1.502e+00	1.000e+00	1.000e+00
Celf3	4319	4319	6.800e-01	2.468e+00	9.187e-01	1.068e-03	3.712e-01	3.889e-01	9.201e-01
Gm17018	1007	1007	2.466e-01	2.813e+00	5.485e-01	4.457e-03	-3.032e-02	1.000e+00	1.000e+00
Gtf2h1	1521	1521	2.661e-01	1.021e+00	1.273e+00	6.194e-03	2.733e+00	1.940e-02	1.442e-01
Cmc1	572	572	9.980e-02	8.688e-01	1.944e+00	5.234e-03	1.218e+00	1.185e-01	4.885e-01
Acaca	1873	1873	3.180e-01	9.041e-01	9.146e-01	9.624e-04	1.266e+00	1.116e-01	4.790e-01
Bsdc1	585	585	1.393e-01	1.947e+00	1.028e+00	7.387e-03	1.697e+00	6.542e-02	3.507e-01
Chrna7	432	432	1.076e-02	-2.720e+00	1.440e+00	-5.233e-03	3.667e-01	3.918e-01	9.201e-01
Tango6	476	476	1.370e-02	-2.472e+00	1.096e+00	-3.809e-03	-2.231e-01	1.000e+00	1.000e+00
Adarb2	1376	1376	1.370e-02	-3.325e+00	6.054e-01	-1.230e-05	-9.163e-02	1.000e+00	1.000e+00
Tmub2	907	907	2.306e-01	3.321e+00	4.638e-01	8.320e-03	5.337e-01	3.015e-01	8.082e-01
Col14a1	476	476	5.219e-03	-3.074e+00	5.268e-01	-5.450e-03	-6.834e-01	1.000e+00	1.000e+00
Wdr12	837	837	1.980e-01	3.032e+00	8.057e-01	-5.324e-03	7.613e-01	2.172e-01	6.613e-01
Podxl	456	456	1.040e-01	2.087e+00	1.068e+00	-1.949e-03	-2.060e-01	1.000e+00	1.000e+00
Sc5d	4822	4822	6.947e-01	3.862e+00	5.211e-01	-8.734e-04	-4.261e-01	1.000e+00	1.000e+00
Vars	559	559	1.416e-01	2.494e+00	9.457e-01	7.675e-03	9.511e-01	1.678e-01	5.777e-01
Bloc1s1	1092	1092	2.652e-01	3.622e+00	5.125e-01	3.870e-03	-2.924e-01	1.000e+00	1.000e+00
Mtmr12	515	515	1.008e-01	1.155e+00	1.468e+00	1.966e-03	-4.832e-01	1.000e+00	1.000e+00
Lnpk	1028	1028	2.234e-01	2.217e+00	1.123e+00	-2.706e-04	-6.711e-02	1.000e+00	1.000e+00
Vezt	1435	1435	2.766e-01	1.847e+00	1.312e+00	-3.032e-03	8.785e-01	1.850e-01	6.110e-01
Glrx3	3133	3133	5.868e-01	3.451e+00	6.001e-01	4.026e-03	7.545e-01	2.193e-01	6.613e-01
Flot1	1459	1459	3.434e-01	3.193e+00	5.037e-01	1.189e-02	3.276e-01	4.182e-01	9.524e-01
Fgd3	401	401	8.350e-02	1.193e+00	1.085e+00	1.953e-03	-2.455e-02	1.000e+00	1.000e+00
Kpna6	1059	1059	2.518e-01	2.751e+00	6.419e-01	-6.077e-04	-4.401e-01	1.000e+00	1.000e+00
Slc25a27	746	746	1.572e-01	1.406e+00	9.427e-01	4.916e-03	-2.092e-01	1.000e+00	1.000e+00
Pign	376	376	5.055e-02	-1.600e-01	1.633e+00	-2.571e-05	2.502e-02	8.230e-01	1.000e+00
Capn7	1214	1214	2.609e-01	2.541e+00	9.707e-01	-5.212e-03	1.018e+00	1.537e-01	5.685e-01
Isca1	2105	2105	4.305e-01	3.605e+00	4.945e-01	3.176e-03	-8.594e-02	1.000e+00	1.000e+00
Usp47	1900	1900	3.627e-01	2.020e+00	8.074e-01	-3.594e-04	-1.270e+00	1.000e+00	1.000e+00
Eif5	3381	3381	5.985e-01	4.313e+00	3.375e-01	1.692e-03	-1.135e+00	1.000e+00	1.000e+00
2010107G23Rik	1668	1668	3.646e-01	4.501e+00	1.225e+00	-1.193e-02	3.409e+00	9.029e-03	8.975e-02
Adamts12	444	444	2.283e-03	-3.323e+00	4.059e-01	-3.933e-04	-1.192e+00	1.000e+00	1.000e+00
Hnrnpdl	8329	8329	8.845e-01	4.659e+00	4.060e-01	-6.890e-03	2.335e+00	3.068e-02	2.135e-01
Palm	4882	4882	7.339e-01	3.655e+00	4.949e-01	5.460e-03	4.943e-01	3.201e-01	8.441e-01
Gatad2b	2090	2090	4.198e-01	2.662e+00	6.227e-01	-5.166e-03	1.025e+00	1.523e-01	5.685e-01
Rrp7a	974	974	2.476e-01	3.884e+00	7.630e-01	-9.147e-03	1.713e+00	6.414e-02	3.507e-01
Robo2	3044	3044	3.604e-01	4.908e-01	9.855e-01	-5.184e-03	3.031e+00	1.381e-02	1.220e-01
Tmem50b	1410	1410	3.033e-01	3.527e+00	6.054e-01	2.553e-03	-2.023e-01	1.000e+00	1.000e+00
Sez6	1885	1885	3.630e-01	2.387e+00	9.930e-01	-2.093e-04	-5.298e-01	1.000e+00	1.000e+00
Nup54	454	454	1.060e-01	2.249e+00	1.145e+00	-1.238e-03	-3.815e-01	1.000e+00	1.000e+00
Tmem160	1582	1582	3.673e-01	4.339e+00	3.333e-01	-3.220e-03	-2.365e+00	1.000e+00	1.000e+00
Gpr158	694	694	1.696e-02	-2.699e+00	1.050e+00	-1.036e-03	3.464e-03	9.337e-01	1.000e+00
Dcaf4	372	372	8.284e-02	1.748e+00	1.508e+00	5.471e-03	4.122e-01	3.639e-01	9.153e-01
Glul	1456	1456	3.242e-01	3.961e+00	3.925e-01	-2.859e-04	-7.245e-01	1.000e+00	1.000e+00
Phtf1	368	368	7.469e-02	1.613e+00	1.765e+00	-1.019e-02	1.563e+00	7.707e-02	3.819e-01
4933407K13Rik	369	369	4.892e-03	-3.330e+00	5.407e-01	6.651e-03	-1.952e+00	1.000e+00	1.000e+00
Megf9	1902	1902	3.545e-01	2.041e+00	1.297e+00	2.022e-03	2.057e+00	4.252e-02	2.674e-01
Tmem70	741	741	1.879e-01	3.324e+00	4.956e-01	2.725e-03	-7.346e-01	1.000e+00	1.000e+00
Sall2	379	379	9.459e-02	2.608e+00	7.846e-01	-7.033e-03	4.425e-01	3.468e-01	8.930e-01
Sox9	1365	1365	2.319e-01	3.973e+00	3.695e-01	8.607e-03	-1.945e+00	1.000e+00	1.000e+00
Fam178a	1091	1091	2.329e-01	2.138e+00	1.304e+00	1.851e-03	8.247e-01	1.990e-01	6.381e-01
Rnf10	4041	4041	6.239e-01	1.729e+00	6.750e-01	-1.763e-03	6.091e-02	7.271e-01	1.000e+00
Npas2	467	467	3.425e-02	-1.401e+00	1.589e+00	-2.670e-03	-4.272e-01	1.000e+00	1.000e+00
Cog4	459	459	1.109e-01	2.712e+00	1.590e+00	-4.477e-03	7.966e-01	2.069e-01	6.504e-01
Gdi2	4501	4501	7.094e-01	3.783e+00	4.686e-01	-5.339e-04	-8.260e-01	1.000e+00	1.000e+00
Terf2	1271	1271	2.596e-01	2.115e+00	1.235e+00	1.408e-03	7.158e-01	2.315e-01	6.700e-01
Usp8	3436	3436	1.044e-01	-2.060e+00	9.574e-01	-9.516e-03	1.072e+01	3.638e-06	1.487e-04
Syngr1	1770	1770	3.963e-01	3.447e+00	4.377e-01	4.047e-03	-7.827e-01	1.000e+00	1.000e+00
Wdr41	681	681	1.458e-01	2.121e+00	1.292e+00	-3.492e-03	7.638e-01	2.165e-01	6.613e-01
Klb	1532	1532	1.631e-03	-3.930e+00	3.418e-01	-5.935e-03	-2.758e+00	1.000e+00	1.000e+00
Opcml	5905	5905	5.669e-01	4.917e-01	8.158e-01	-1.797e-03	1.279e+00	1.098e-01	4.790e-01
Ccdc127	658	658	1.703e-01	3.603e+00	4.129e-01	-2.553e-03	-8.726e-01	1.000e+00	1.000e+00
Rmdn1	495	495	8.252e-02	5.306e-01	1.575e+00	-2.219e-03	-5.486e-01	1.000e+00	1.000e+00
Lrrn2	2361	2361	4.504e-01	2.393e+00	7.688e-01	5.563e-03	2.900e+00	1.602e-02	1.353e-01
Pfkfb2	595	595	1.543e-01	3.607e+00	3.991e-01	-4.819e-03	-1.017e+00	1.000e+00	1.000e+00
Pced1b	329	329	1.500e-02	-2.348e+00	1.471e+00	3.157e-03	2.808e-01	4.536e-01	1.000e+00
Vrk1	369	369	7.339e-02	9.321e-01	1.486e+00	4.126e-03	-2.401e-01	1.000e+00	1.000e+00
Ptprq	331	331	3.588e-03	-2.917e+00	4.866e-01	-4.438e-03	-3.132e-01	1.000e+00	1.000e+00
Klhdc2	2319	2319	4.752e-01	3.472e+00	6.627e-01	6.004e-03	9.090e-01	1.776e-01	5.938e-01
Mboat2	831	831	1.380e-01	3.991e-01	1.412e+00	8.193e-03	3.850e+00	5.521e-03	7.221e-02
Adamts3	2081	2081	1.076e-02	-3.724e+00	4.109e-01	-2.082e-03	-1.112e+00	1.000e+00	1.000e+00
Atmin	470	470	1.204e-01	3.160e+00	5.800e-01	-4.559e-03	-2.201e-01	1.000e+00	1.000e+00
Cadm3	4991	4991	7.175e-01	3.867e+00	4.643e-01	5.348e-03	3.634e-01	3.939e-01	9.201e-01
Kctd8	521	521	3.196e-02	-1.907e+00	1.251e+00	6.781e-03	1.135e+00	1.319e-01	5.258e-01
Slit2	1231	1231	1.223e-01	-5.922e-01	1.639e+00	-6.949e-04	-9.442e-02	1.000e+00	1.000e+00
Lins1	395	395	9.100e-02	1.840e+00	1.165e+00	-7.713e-04	4.559e-02	7.627e-01	1.000e+00
Etv5	664	664	1.204e-01	1.636e+00	1.446e+00	-1.048e-02	5.014e+00	1.541e-03	2.291e-02
Kank1	424	424	3.914e-03	-3.233e+00	5.555e-01	-5.092e-03	5.582e-02	7.383e-01	1.000e+00
Ogfrl1	681	681	1.582e-01	3.235e+00	5.982e-01	-3.843e-03	-1.618e-01	1.000e+00	1.000e+00
Gm28526	967	967	9.785e-04	-3.749e+00	3.611e-01	-7.652e-03	-2.070e+00	1.000e+00	1.000e+00
Pgm2l1	2430	2430	4.449e-01	3.118e+00	6.843e-01	2.791e-03	1.346e-01	6.038e-01	1.000e+00
Pappa2	448	448	3.262e-03	-3.279e+00	4.418e-01	-7.649e-04	-6.732e-01	1.000e+00	1.000e+00
Top3b	445	445	1.125e-01	2.241e+00	7.685e-01	6.244e-03	7.507e-01	2.204e-01	6.613e-01
Zfp821	1972	1972	4.113e-01	3.323e+00	1.135e+00	4.736e-04	-2.572e-01	1.000e+00	1.000e+00
Shmt2	1021	1021	2.476e-01	3.903e+00	3.757e-01	-6.041e-04	-1.100e+00	1.000e+00	1.000e+00
Heca	1514	1514	2.926e-01	1.910e+00	1.222e+00	5.646e-03	1.046e+00	1.480e-01	5.685e-01
Jakmip1	1394	1394	2.753e-01	1.916e+00	1.011e+00	-1.065e-03	9.994e-01	1.574e-01	5.685e-01
Klf9	384	384	8.350e-02	1.863e+00	1.296e+00	1.868e-04	-1.035e-01	1.000e+00	1.000e+00
Orai2	573	573	1.376e-01	2.070e+00	1.023e+00	7.600e-03	1.034e+00	1.504e-01	5.685e-01
1700112D23Rik	361	361	4.892e-03	-3.417e+00	5.418e-01	1.074e-02	1.706e+00	6.474e-02	3.507e-01
Mia3	2240	2240	4.416e-01	3.444e+00	1.043e+00	-9.411e-03	6.286e+00	3.914e-04	7.110e-03
Mrpl30	1596	1596	3.617e-01	4.129e+00	4.722e-01	7.837e-03	-1.449e+00	1.000e+00	1.000e+00
Nsf	2682	2682	3.973e-01	9.443e-01	1.183e+00	2.294e-03	1.278e+00	1.099e-01	4.790e-01
Wwp2	847	847	1.207e-01	4.761e-02	1.378e+00	-3.191e-05	-2.694e-01	1.000e+00	1.000e+00
Limk1	703	703	1.771e-01	2.251e+00	9.190e-01	1.037e-02	1.242e+00	1.151e-01	4.824e-01
Sh2d3c	369	369	8.284e-02	2.068e+00	1.407e+00	-6.683e-03	1.576e+00	7.587e-02	3.819e-01
Ndel1	1909	1909	3.735e-01	2.009e+00	9.737e-01	1.012e-02	7.530e+00	1.041e-04	2.128e-03
Chd5	4008	4008	6.575e-01	3.654e+00	6.066e-01	-3.859e-03	1.212e+00	1.195e-01	4.885e-01
Tbp	542	542	1.357e-01	2.616e+00	7.038e-01	-5.510e-04	-1.668e-01	1.000e+00	1.000e+00
Derl1	1031	1031	2.472e-01	3.114e+00	4.909e-01	1.281e-03	-3.074e-01	1.000e+00	1.000e+00
Wiz	760	760	1.843e-01	2.486e+00	9.734e-01	3.820e-04	-4.073e-01	1.000e+00	1.000e+00
Pwp2	378	378	1.024e-01	3.508e+00	1.214e+00	3.601e-03	-3.211e-01	1.000e+00	1.000e+00
Atg4b	1007	1007	2.449e-01	3.018e+00	7.208e-01	-9.271e-03	2.311e+00	3.158e-02	2.151e-01
Ythdc2	573	573	1.236e-01	1.683e+00	1.212e+00	-6.015e-05	-3.403e-02	1.000e+00	1.000e+00
Gpr19	788	788	1.676e-01	1.478e+00	8.136e-01	1.655e-02	1.005e+01	7.319e-06	2.393e-04
Xrn1	872	872	1.781e-01	1.693e+00	1.097e+00	-2.339e-03	4.195e-01	3.597e-01	9.153e-01
Ipo11	1778	1778	1.836e-01	-4.016e-01	9.839e-01	-3.268e-03	1.989e+00	4.608e-02	2.753e-01
Sugp2	1090	1090	2.492e-01	2.304e+00	6.521e-01	1.136e-03	-6.955e-01	1.000e+00	1.000e+00
Malrd1	1173	1173	5.545e-03	-3.817e+00	3.811e-01	1.188e-04	-6.656e-01	1.000e+00	1.000e+00
Clptm1l	1441	1441	3.369e-01	3.813e+00	3.949e-01	-4.517e-03	7.494e-02	6.987e-01	1.000e+00
Dlgap1	18747	18747	4.703e-01	-1.838e+00	7.268e-01	-5.626e-03	2.447e+01	2.636e-12	8.619e-10
Mgrn1	2005	2005	4.097e-01	2.966e+00	1.494e+00	-6.266e-04	2.723e-01	4.606e-01	9.296e-01
Thumpd3	407	407	9.459e-02	1.952e+00	8.985e-01	-1.147e-02	2.064e+00	4.219e-02	2.753e-01
Dap3	1936	1936	4.093e-01	3.243e+00	5.293e-01	3.142e-03	-1.236e-01	1.000e+00	1.000e+00
Gltscr2	4317	4317	5.280e-01	2.109e+00	9.660e-01	6.721e-03	6.750e+00	2.385e-04	5.998e-03
Gadd45gip1	1001	1001	2.436e-01	3.876e+00	4.605e-01	-8.861e-03	1.208e+00	1.202e-01	4.608e-01
Nutf2	480	480	1.194e-01	1.612e+00	6.688e-01	9.065e-03	2.184e+00	3.662e-02	2.548e-01
Lman2l	597	597	1.435e-01	2.271e+00	1.489e+00	8.241e-03	1.494e+00	8.385e-02	3.917e-01
Stk11	788	788	2.006e-01	3.385e+00	4.960e-01	-1.758e-03	-2.168e-01	1.000e+00	1.000e+00
Chgb	2604	2604	4.491e-01	4.139e+00	4.354e-01	-1.264e-03	-7.320e-01	1.000e+00	1.000e+00
Susd4	524	524	7.893e-02	2.042e-01	1.373e+00	-6.987e-04	1.138e+00	1.314e-01	4.766e-01
Zswim4	410	410	9.556e-02	1.781e+00	9.022e-01	2.721e-03	-2.055e-01	1.000e+00	1.000e+00
Lrrc4b	1600	1600	3.702e-01	3.456e+00	8.492e-01	-3.426e-03	7.184e-01	2.306e-01	6.502e-01
Pfn1	3248	3248	6.001e-01	4.857e+00	3.368e-01	-1.094e-03	-9.427e-01	1.000e+00	1.000e+00
Zfp639	702	702	1.670e-01	3.292e+00	1.250e+00	-4.339e-03	6.611e-01	2.502e-01	6.706e-01
D16Ertd472e	350	350	2.022e-02	-2.532e+00	1.639e+00	1.255e-02	4.215e+00	3.689e-03	5.244e-02
Ube2o	2243	2243	4.540e-01	2.839e+00	4.359e-01	9.553e-03	-7.872e+00	1.000e+00	1.000e+00
Rere	1960	1960	2.423e-01	-5.033e-02	1.229e+00	1.706e-03	8.948e-02	6.723e-01	1.000e+00
Ddx27	1159	1159	2.619e-01	3.080e+00	8.620e-01	-5.256e-03	1.239e+00	1.155e-01	4.495e-01
Bmpr2	2033	2033	3.917e-01	1.898e+00	8.538e-01	9.655e-04	-1.282e+00	1.000e+00	1.000e+00
Fggy	655	655	3.588e-03	-3.517e+00	4.793e-01	-1.060e-03	3.563e-01	3.986e-01	8.631e-01
Adam22	1867	1867	3.121e-01	1.065e+00	1.126e+00	2.203e-03	2.003e-01	5.268e-01	1.000e+00
